fund_id,fund_name,fund_nickname,company,rakuten_category,asset_type,region,region_japan_pct,region_us_pct,region_em_pct,is_index,is_leveraged,is_currency_select,has_currency_hedge,is_monthly_payout,payout_type,expense_ratio,aum_oku_yen,operation_years,fund_score_1y,fund_score_3y,fund_score_5y,fund_score_10y,return_6m,return_1y,return_3y,return_5y,return_10y,return_inception,sharpe_1y,sharpe_3y,sharpe_5y,sharpe_10y,stddev_1y,stddev_3y,stddev_5y,stddev_10y,is_nisa_growth_eligible,data_updated_at,philosophy_tags
JP90C000Q0U0,日本企業PBR向上ファンド,ブレイクスルー,大和,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.573,534.26,1.5,5,,,,69.11,92.62,,,,41.3,3.95,,,,16.9,,,,True,2026-05-08,japan_centric|medium_risk
JP90C0000XT3,ＧＳ・日本株ファンド（自動けいぞく）,牛若丸（自動けいぞく）,ｺﾞｰﾙﾄﾞﾏﾝ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.408,67.41,12.0,1,1,1,1,16.51,33.23,20.87,13.85,12.53,5.45,1.96,1.14,0.81,0.73,14.93,17.82,17.82,18.35,True,2026-05-08,high_risk|japan_centric
JP90C000C0N1,ｱｼﾞｱ好利回りﾘｰﾄ･ﾌｧﾝﾄﾞ(年1回決算型),,三井住友DS,海外REIT（除く北米）-為替ヘッジ無し,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.833,30.97,12.0,1,1,1,3,-2.55,19.38,8.26,5.83,7.08,5.62,1.5,0.64,0.44,0.5,11.92,13.42,15.35,16.24,True,2026-05-08,high_risk
JP90C00034V1,フィデリティ・ジャパン・オープン,,ﾌｨﾃﾞﾘﾃｨ,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.683,817.61,12.0,1,1,1,2,23.78,36.95,19.64,12.21,12.68,,2.06,1.08,0.73,0.73,15.62,17.82,17.68,18.81,True,2026-05-08,high_risk
JP90C0001VW9,ＭＨＡＭ　ＴＯＰＩＸオープン,,AMOne,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.66,154.67,12.0,1,2,3,1,27.4,41.07,23.68,16.09,13.0,5.69,2.53,1.34,1.01,0.78,13.74,16.65,15.93,17.5,True,2026-05-08,high_risk
JP90C0000T20,三菱UFJ海外債券ｵｰﾌﾟﾝ(3ヵ月決算型),四季の恵み（海外債券）,三菱UFJｱｾｯﾄ,先進国債券（広域・高格付）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.21,149.64,12.0,3,1,2,2,6.07,11.88,7.1,4.77,3.53,3.86,1.62,0.94,0.64,0.49,6.69,7.26,7.43,7.45,True,2026-05-08,low_risk
JP90C0002AD1,ﾙｰﾐｽｸﾞﾛｰﾊﾞﾙﾎﾞﾝﾄﾞﾌｧﾝﾄﾞ(為替ﾍｯｼﾞあり･年2回決算型),,朝日ﾗｲﾌ,先進国債券（広域・高格付）-為替ヘッジ有り,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.43,19.54,12.0,2,1,1,1,-4.21,-1.64,-2.25,-4.91,-1.76,0.87,-0.76,-0.55,-0.97,-0.37,2.93,4.54,5.24,4.68,True,2026-05-08,low_risk
JP90C0009ZJ0,ﾀﾞｲﾜ･US-REIT･ｵｰﾌﾟﾝ(年1回決算型)為替ﾍｯｼﾞあり,,大和,北米REIT-為替ヘッジ有り,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.606,14.65,12.0,3,5,5,5,22.46,10.73,5.84,2.07,3.5,5.31,0.87,0.43,0.19,0.27,11.83,15.08,17.91,20.51,True,2026-05-08,high_risk|tech_heavy
JP90C000AFR7,野村米国ﾌﾞﾗﾝﾄﾞ株投資(為替ﾍｯｼﾞなし)年2回決算型,,野村,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.773,160.14,12.0,2,3,3,4,10.27,42.19,28.05,18.29,20.16,17.29,2.22,1.38,0.88,0.95,16.17,19.01,21.61,21.75,True,2026-05-08,high_risk|us_centric
JP90C0000HR0,東京海上セレクション・バランス50,,東京海上,バランス（固定配分・中リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.1363,493.9,12.0,1,1,1,3,8.64,19.3,10.98,7.21,7.25,4.76,2.35,1.16,0.77,0.75,7.38,9.08,9.33,9.84,True,2026-05-08,broad_market|medium_risk
JP90C0008EH1,ﾆｯｾｲ･ﾜｰﾙﾄﾞｽﾎﾟｰﾂ･ﾌｧﾝﾄﾞ-ﾒﾀﾞﾘｽﾄ-Bｺｰｽ(為替ﾍｯｼﾞなし),,ﾆｯｾｲ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.837,85.35,12.0,1,1,1,1,-16.55,4.06,7.39,5.6,8.48,12.37,0.31,0.5,0.38,0.52,14.09,16.36,17.88,19.08,True,2026-05-08,high_risk
JP90C000PVB6,ﾀﾞｲﾜ･US-REIT･ｵｰﾌﾟﾝ(為替ﾍｯｼﾞなし/奇数月決算型),,大和,北米REIT-為替ヘッジ無し,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.606,127.41,1.5,3,,,,31.84,23.21,,,,18.16,1.75,,,,11.98,,,,True,2026-05-08,medium_risk|tech_heavy
JP90C000P053,Ｊ-ＲＥＩＴリサーチ・アクティブファンド,,りそな,国内REIT,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.023,2.81,4.0,3,2,,,-3.17,12.71,4.53,,,4.53,1.28,0.46,,,9.19,9.95,,,True,2026-05-08,active_diversified|medium_risk
JP90C0007DJ1,野村インデックスファンド・外国債券,Ｆｕｎｄｓ-ｉ 外国債券,野村,先進国債券（広域・高格付）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,True,False,False,False,False,none,0.605,40.42,12.0,2,3,3,3,5.75,11.43,7.79,5.33,3.94,5.06,1.51,1.02,0.71,0.55,6.94,7.3,7.48,7.35,True,2026-05-08,low_risk|passive_index
JP90C0007LF2,野村米国ﾌﾞﾗﾝﾄﾞ株投資(為替ﾍｯｼﾞあり)年2回決算型,,野村,米国株式-為替ヘッジ有り,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.773,33.86,12.0,3,3,3,3,-1.88,22.84,16.57,5.9,12.45,10.28,1.39,1.0,0.38,0.7,15.16,16.46,19.7,19.32,True,2026-05-08,high_risk|us_centric
JP90C0009D29,ﾆｯｾｲｱﾒﾘｶ高配当株ﾌｧﾝﾄﾞ(年2回決算型),ＵＳドリーム（年２回）,ﾆｯｾｲ,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.914,130.13,12.0,1,2,3,1,15.72,24.34,18.12,17.68,12.95,10.26,2.1,1.27,1.13,0.77,10.33,13.64,15.3,17.9,True,2026-05-08,active_diversified|dividend_focused|high_risk
JP90C000HV98,ジパング企業債ファンド,,ｱﾓｰｳﾞｧAM,先進国債券（広域・高格付）-為替ヘッジ有り,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.803,320.68,7.0,3,5,5,,-6.84,-1.2,0.22,-1.12,,-0.21,-0.71,-0.01,-0.42,,2.52,3.19,2.99,,True,2026-05-08,low_risk
JP90C0002736,ﾋﾟｸﾃ･ﾊﾞｲｵ医薬品ﾌｧﾝﾄﾞ(1年決算型)円ｺｰｽ,,ﾋﾟｸﾃ,米国株式-為替ヘッジ有り,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,2.09,17.22,12.0,3,2,1,1,18.01,30.48,3.0,0.29,3.36,4.17,1.65,0.24,0.1,0.26,16.59,17.24,18.56,20.32,True,2026-05-08,high_risk
JP90C000GV81,auスマート・ベーシック（安定）,,au,バランス（固定配分・低リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.385,31.9,7.0,2,2,2,,0.19,4.79,2.69,1.89,,2.06,1.07,0.57,0.41,,3.86,4.24,4.31,,True,2026-05-08,low_risk
JP90C000PBQ6,ＮＺＡＭ・ベータ　先進国ＲＥＩＴ,,農中全共連,海外REIT（含む北米）-為替ヘッジ無し,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,0.275,8.68,4.0,3,3,,,28.56,25.43,14.32,,,15.83,2.02,0.98,,,11.23,14.37,,,True,2026-05-08,developed_only|medium_risk
JP90C000C8F0,ｅＭＡＸＩＳ債券バランス（２資産均等型）,,三菱UFJｱｾｯﾄ,先進国債券（広域・高格付）-為替ヘッジ有り,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.44,1.85,12.0,1,1,2,1,-6.34,-4.33,-3.34,-4.13,-2.01,-1.48,-2.02,-1.08,-1.19,-0.64,2.48,3.38,3.63,3.2,True,2026-05-08,broad_market|low_risk
JP90C0000A88,三井住友･ｸﾞﾛｰﾊﾞﾙ･ﾘｰﾄ･ｵｰﾌﾟﾝ(1年決算型),世界の大家さん（１年決算型）,三井住友DS,海外REIT（含む北米）-為替ヘッジ無し,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.749,8.28,12.0,1,1,1,1,7.99,15.79,8.71,6.65,4.47,2.96,1.38,0.72,0.52,0.32,10.58,12.16,13.96,19.66,True,2026-05-08,medium_risk
JP90C000PP70,ﾌｨﾃﾞﾘﾃｨ･USﾘｰﾄ･ﾌｧﾝﾄﾞ(隔月決算型)(為替ﾍｯｼﾞなし),,ﾌｨﾃﾞﾘﾃｨ,北米REIT-為替ヘッジ無し,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.452,13.73,1.5,3,,,,37.18,25.26,,,,13.25,1.82,,,,12.5,,,,True,2026-05-08,medium_risk
JP90C0004P87,ＨＳＢＣアジア・プラス（3ヶ月決算型）,,ＨＳＢＣ,アジア株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,2.063,10.25,12.0,4,4,3,3,29.47,57.96,23.55,10.69,12.14,4.71,2.66,1.25,0.62,0.67,17.62,17.94,19.11,19.85,True,2026-05-08,high_risk
JP90C00070L6,東京海上･円建て投資適格債券ﾌｧﾝﾄﾞ(年2回決算型),円債くん（年２回決算型）,東京海上,国内債券,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.902,25.71,12.0,3,3,3,3,-10.33,-7.43,-4.32,-3.44,-1.9,-0.17,-2.88,-1.23,-1.08,-0.72,2.88,3.79,3.36,2.71,True,2026-05-08,low_risk
JP90C000Q2N1,米国国債ﾌｧﾝﾄﾞ 為替ﾍｯｼﾞなし(奇数月決算型),,大和,北米債券-為替ヘッジ無し,債券,us,0.0,1.0,0.0,False,False,False,False,False,none,1.144,19.56,1.5,1,,,,3.18,9.77,,,,6.34,1.05,,,,8.64,,,,True,2026-05-08,medium_risk|us_centric
JP90C0001UN0,損保ｼﾞｬﾊﾟﾝ-TCW外国株式ﾌｧﾝﾄﾞBｺｰｽ(為替ﾍｯｼﾞなし),,SOMPO,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,2.09,45.96,12.0,1,2,2,2,13.18,23.32,20.06,15.45,14.75,5.27,1.77,1.31,0.95,0.84,11.94,14.49,16.3,18.46,True,2026-05-08,high_risk
JP90C000Q4X6,スタイル9（8資産分散・保守型）,,大和,バランス（可変配分）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.825,0.24,1.5,1,,,,1.75,8.22,,,,4.74,1.7,,,,4.33,,,,True,2026-05-08,broad_market|medium_risk
JP90C000EM43,ｸﾞﾛｰﾊﾞﾙ･ｽﾏｰﾄ･ｲﾉﾍﾞｰｼｮﾝ･ｵｰﾌﾟﾝ(年2回決算型)為替ﾍｯｼﾞあり,iシフト（ヘッジあり）,三菱UFJｱｾｯﾄ,先進国株式（広域）-為替ヘッジ有り,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.98,26.9,7.0,5,5,2,,23.18,54.72,29.89,3.97,,11.62,2.05,1.26,0.27,,22.23,22.5,30.43,,True,2026-05-08,very_high_risk
JP90C000PXJ5,J-REIT･ﾘｻｰﾁ･ｵｰﾌﾟﾝ(奇数月決算型),,三井住友TAM,国内REIT,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.1,27.39,1.5,2,,,,-4.21,11.39,,,,4.11,1.2,,,,8.79,,,,True,2026-05-08,medium_risk|tech_heavy
JP90C000CS23,りそなラップ型ファンド（安定型）,Ｒ２４６（安定型）,りそな,バランス（固定配分・低リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.66,437.31,12.0,2,2,1,1,1.43,6.55,3.55,1.1,1.48,1.49,1.53,0.72,0.21,0.32,3.8,4.57,4.91,4.68,True,2026-05-08,low_risk
JP90C0009U85,UBS日本株式ﾘｽｸ･ｺﾝﾄﾛｰﾙ･ﾌｧﾝﾄﾞ,,ＵＢＳ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.87,30.15,12.0,1,1,1,1,5.31,18.43,13.22,5.4,8.16,4.89,1.28,0.83,0.42,0.59,13.42,16.13,14.81,14.94,True,2026-05-08,japan_centric|medium_risk
JP90C0000JT2,明治安田日本株式ファンド,ターミガン,明治安田ＡＭ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.65,17.83,12.0,2,1,1,1,20.56,38.31,19.75,12.53,10.35,2.83,2.26,1.08,0.77,0.62,14.58,17.83,17.06,18.41,True,2026-05-08,high_risk|japan_centric
JP90C000Q2P6,ﾀﾞｲﾜ･ｸﾞﾛｰﾊﾞﾙREIT･ｵｰﾌﾟﾝ(為替ﾍｯｼﾞなし/奇数月決算型),世界の街並み,大和,海外REIT（含む北米）-為替ヘッジ無し,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.628,0.68,1.5,2,,,,17.72,20.7,,,,17.03,1.68,,,,11.23,,,,True,2026-05-08,medium_risk|tech_heavy
JP90C0000SX5,三菱ＵＦＪ 海外債券オープン,,三菱UFJｱｾｯﾄ,先進国債券（広域・高格付）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.1,214.84,12.0,3,1,2,2,6.17,12.01,7.23,4.89,3.64,4.77,1.64,0.96,0.66,0.51,6.69,7.26,7.44,7.45,True,2026-05-08,low_risk
JP90C000RT25,東京海上ﾀｰｹﾞｯﾄ･ｲﾔｰ･ﾌｧﾝﾄﾞ2070,年金コンパス,東京海上,バランス（固定配分・高リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.308,0.11,1.5,3,,,,14.43,26.49,,,,25.04,2.92,,,,7.95,,,,True,2026-05-08,medium_risk
JP90C000NLZ1,しんきん米国ウォーターファンド,,しんきん,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.972,3.11,4.0,1,1,,,-3.28,13.58,13.87,,,12.29,0.87,0.85,,,15.31,16.5,,,True,2026-05-08,high_risk|us_centric
JP90C0009H74,米国連続増配成長株オープン,女神さま・オープン,SBI岡三,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.595,172.76,12.0,2,1,1,2,18.75,33.92,19.19,14.43,14.62,13.84,2.51,1.28,0.91,0.88,11.69,14.25,16.04,17.24,True,2026-05-08,active_diversified|growth_focused|high_risk|us_centric
JP90C0001UM2,損保ｼﾞｬﾊﾟﾝ-TCW外国株式ﾌｧﾝﾄﾞAｺｰｽ(為替ﾍｯｼﾞあり),,SOMPO,先進国株式（広域）-為替ヘッジ有り,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,2.09,30.15,12.0,1,2,2,3,5.61,11.35,9.92,4.31,8.19,2.11,0.98,0.81,0.35,0.57,10.98,12.13,14.79,16.05,True,2026-05-08,medium_risk
JP90C000Q7N0,たわらノーロード　Ｓ＆Ｐ５００配当貴族,,AMOne,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.55,3.65,1.5,1,,,,19.75,21.24,,,,10.93,1.52,,,,12.77,,,,True,2026-05-08,dividend_focused|medium_risk
JP90C000LFZ7,日本厳選株式ファンド,ニホンノヒカリ,りそな,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.463,11.96,7.0,1,1,1,,28.07,35.42,15.95,7.6,,6.52,2.0,0.88,0.48,,15.5,18.4,18.24,,True,2026-05-08,active_concentrated|high_risk|japan_centric
JP90C0009KW5,ｱｼﾞｱ･ｵｾｱﾆｱ債券ｵｰﾌﾟﾝ(1年決算型),アジオセ定期便（１年決算型）,SBI岡三,オセアニア債券-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.65,27.96,12.0,1,2,3,3,16.35,18.24,8.42,5.16,4.25,3.12,2.11,0.93,0.56,0.47,7.78,8.8,9.52,9.78,True,2026-05-08,medium_risk
JP90C0003PN6,ﾊｲｸﾞﾚｰﾄﾞ･ｵｾｱﾆｱ･ﾎﾞﾝﾄﾞ･ｵｰﾌﾟﾝ(3ｶ月決算型),杏の実３Ｍ,大和,オセアニア債券-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.375,4.77,12.0,2,2,3,2,18.96,18.71,8.67,5.14,4.22,4.69,1.96,0.9,0.53,0.44,8.62,9.36,10.2,10.58,True,2026-05-08,medium_risk
JP90C000EA21,ｽｲｽ･ｸﾞﾛｰﾊﾞﾙ･ﾘｰﾀﾞｰ･ﾌｧﾝﾄﾞ(為替ﾍｯｼﾞあり),,SOMPO,先進国株式（その他単一国）-為替ヘッジ有り,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.848,20.77,7.0,,,,,14.67,11.69,3.65,1.31,,5.63,1.01,0.32,0.15,,10.95,12.65,14.35,,True,2026-05-08,medium_risk
JP90C000BA81,ｽﾏｰﾄ･ｸｵﾘﾃｨ･ｵｰﾌﾟﾝ(安定成長型)(1年決算型),スマラップＮ,三菱UFJｱｾｯﾄ,バランス（固定配分・中リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.89,51.74,12.0,1,1,1,1,5.27,11.18,6.37,4.84,4.23,3.47,1.79,1.02,0.71,0.61,5.65,5.92,6.76,7.1,True,2026-05-08,low_risk
JP90C0009E93,東京海上･ﾆｯﾎﾟﾝ世界債券ﾌｧﾝﾄﾞ(為替ﾍｯｼﾞあり)(年1回決算型),,東京海上,先進国債券（広域・高格付）-為替ヘッジ有り,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.232,24.2,12.0,5,4,4,3,-3.34,0.08,-0.65,-3.14,-1.35,-0.38,-0.21,-0.33,-1.0,-0.48,2.42,2.76,3.32,2.93,True,2026-05-08,global_diversified|low_risk
JP90C000DYP6,東京海上･ｸﾞﾛｰﾊﾞﾙﾍﾙｽｹｱREITｵｰﾌﾟﾝ(為替ﾍｯｼﾞあり)(年1回決算型),,東京海上,海外REIT（含む北米）-為替ヘッジ有り,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.749,21.4,7.0,2,3,1,,16.26,9.47,4.07,-3.87,,-0.67,0.7,0.33,-0.17,,13.3,14.49,16.51,,True,2026-05-08,high_risk|tech_heavy
JP90C000KN85,UBSｸﾞﾛｰﾊﾞﾙDX株式ﾌｧﾝﾄﾞ(資産成長型),,ＵＢＳ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.903,28.96,7.0,3,3,2,,4.71,46.46,30.5,17.17,,19.12,2.04,1.29,0.79,,19.4,22.34,23.33,,True,2026-05-08,thematic|very_high_risk
JP90C000MRY3,ﾆｯｾｲSDGsｲﾝｶﾑﾌｧﾝﾄﾞ(資産成長型･為替ﾍｯｼﾞあり),,ﾆｯｾｲ,先進国債券（広域・高格付）-為替ヘッジ有り,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.913,0.23,4.0,4,4,,,-3.34,0.58,-0.78,,,-4.34,0.0,-0.21,,,3.13,4.76,,,True,2026-05-08,low_risk
JP90C000RD49,ｸﾞﾛｰﾊﾞﾙCoCo債ﾌｧﾝﾄﾞ(為替ﾍｯｼﾞなし･年4回分配型),,ｱﾓｰｳﾞｧAM,ハイイールド債券（低格付）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,1.785,0.27,1.5,2,,,,8.09,17.83,,,,13.51,2.3,,,,6.97,,,,True,2026-05-08,medium_risk
JP90C000Q4T4,スタイル9（4資産分散・積極型）,,大和,バランス（可変配分）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.825,1.76,1.5,3,,,,17.89,32.12,,,,19.52,3.08,,,,9.0,,,,True,2026-05-08,medium_risk
JP90C0003V49,日興クオンツ・アクティブ・ジャパン,,ｱﾓｰｳﾞｧAM,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.32,28.27,12.0,2,3,4,3,27.85,41.1,24.41,18.24,13.74,5.36,2.47,1.36,1.1,0.82,14.11,16.97,16.24,17.5,True,2026-05-08,active_diversified|high_risk
JP90C0003ZT2,ｲﾝﾃﾞｯｸｽﾌｧﾝﾄﾞ日本債券(1年決算型),ＤＣ インデックス日本債券,ｱﾓｰｳﾞｧAM,国内債券,債券,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.319,63.98,12.0,1,1,1,1,-8.85,-6.65,-4.59,-3.54,-2.05,0.1,-2.83,-1.47,-1.24,-0.84,2.64,3.36,3.01,2.51,True,2026-05-08,japan_centric|low_risk
JP90C000H233,ﾌﾗﾝｸﾘﾝ･ﾃﾝﾌﾟﾙﾄﾝ･ｸﾞﾛｰﾊﾞﾙ･ﾌﾟﾚﾐｱ小型株ﾌｧﾝﾄﾞ(年2回決算型),,ﾌﾗﾝｸﾘﾝ･ﾃﾝﾌﾟﾙﾄﾝ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.87,18.09,7.0,2,1,1,,17.8,28.84,8.36,6.31,,9.42,1.87,0.56,0.43,,13.77,16.29,17.46,,True,2026-05-08,high_risk
JP90C000FX72,たわらﾉｰﾛｰﾄﾞ 最適化ﾊﾞﾗﾝｽ(保守型),,AMOne,バランス（可変配分）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.55,0.97,7.0,1,1,1,,-6.98,-4.31,-2.86,-2.96,,-1.34,-1.95,-1.0,-1.0,,2.57,3.18,3.12,,True,2026-05-08,low_risk
JP90C000GJ95,ﾏﾆｭﾗｲﾌ･米国銀行株式ﾌｧﾝﾄﾞ(資産成長型),アメリカン・バンク,ﾏﾆｭﾗｲﾌ,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.87,51.95,7.0,3,3,2,,43.06,37.82,27.86,12.16,,9.55,1.43,1.02,0.56,,23.98,27.48,26.59,,True,2026-05-08,us_centric|very_high_risk
JP90C000MHY4,東京海上･ｼﾞｬﾊﾟﾝ･ｵｰﾅｰｽﾞ株式ｵｰﾌﾟﾝ(予想分配金提示型),,東京海上,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.584,2.4,4.0,1,1,,,15.96,29.48,13.76,,,6.62,1.94,0.87,,,13.48,15.87,,,True,2026-05-08,high_risk
JP90C0003A36,大同リサーチ＆アクティブオープン,ＲＡＯ（らお）,Ｔ＆Ｄ,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.54,42.4,12.0,2,3,2,3,29.18,42.74,26.32,14.48,14.15,5.59,2.24,1.36,0.85,0.82,16.25,18.24,17.62,18.04,True,2026-05-08,active_diversified|high_risk
JP90C00025S5,シュローダー日本株式オープン,,ｼｭﾛｰﾀﾞｰ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.65,7.25,12.0,2,1,1,1,32.15,40.34,19.52,13.08,11.71,4.76,2.4,1.11,0.81,0.7,14.35,17.2,16.64,18.09,True,2026-05-08,high_risk|japan_centric
JP90C0003PG0,アクティブ・ニッポン,武蔵,大和,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.672,288.96,12.0,1,3,2,1,23.77,38.4,25.24,14.84,12.17,4.73,2.22,1.34,0.87,0.71,14.9,17.75,17.53,18.53,True,2026-05-08,active_diversified|high_risk
JP90C000EU01,ｸﾞﾛｰﾊﾞﾙ自動運転関連株式ﾌｧﾝﾄﾞ(為替ﾍｯｼﾞあり),,三井住友DS,先進国株式（広域）-為替ヘッジ有り,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.903,156.82,7.0,5,3,3,,53.77,59.18,16.24,6.13,,9.11,2.67,0.84,0.37,,17.82,19.91,22.53,,True,2026-05-08,very_high_risk
JP90C00099W2,ニッセイＪリートオープン（年１回決算型）,,ﾆｯｾｲ,国内REIT,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.1,36.58,12.0,1,2,2,1,-7.07,10.0,3.26,1.03,2.72,5.16,1.03,0.35,0.13,0.23,9.04,9.72,11.16,19.36,True,2026-05-08,medium_risk
JP90C000GMT6,楽天･ｲﾝｶﾑ戦略ﾎﾟｰﾄﾌｫﾘｵ(奇数月決算型),みのたけ,楽天,バランス（固定配分・低リスク）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.506,0.49,7.0,1,1,1,,1.05,3.54,0.62,-2.07,,-0.37,0.88,0.08,-0.34,,3.32,5.35,6.06,,True,2026-05-08,low_risk
JP90C000B178,ﾏﾆｭﾗｲﾌ･新ｸﾞﾛｰﾊﾞﾙ配当株ﾌｧﾝﾄﾞ(年2回決算型),,ﾏﾆｭﾗｲﾌ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.4795,6.22,12.0,3,3,3,1,37.25,41.2,23.0,19.08,12.85,9.83,3.44,1.7,1.34,0.81,10.02,12.5,13.65,16.47,True,2026-05-08,dividend_focused|medium_risk
JP90C000PT43,グローバル株式厳選ファンド,セカイノヒカリ,りそな,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.65,0.21,1.5,1,,,,-7.8,14.94,,,,12.82,1.02,,,,14.05,,,,True,2026-05-08,active_concentrated|global_diversified|medium_risk
JP90C0002165,日興アクティブ・ダイナミクス,投資力学,ｱﾓｰｳﾞｧAM,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.76,54.17,12.0,2,2,2,2,30.94,42.8,23.27,15.38,12.89,4.69,2.67,1.33,0.96,0.76,13.47,16.55,15.99,17.91,True,2026-05-08,active_diversified|high_risk
JP90C00092G0,JPM北米高配当･成長株ﾌｧﾝﾄﾞ(米ﾄﾞﾙ対円ﾍｯｼﾞあり､年2回決算型),,JPﾓﾙｶﾞﾝ,米国株式-為替リスク低減,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.705,1.73,12.0,,,,,20.06,18.75,7.31,3.51,7.32,7.69,1.72,0.64,0.31,0.53,9.95,11.57,13.12,15.51,True,2026-05-08,active_diversified|dividend_focused|growth_focused|medium_risk
JP90C000DEH5,ｼｭﾛｰﾀﾞｰ･ｱｼﾞｱﾊﾟｼﾌｨｯｸESGﾌｫｰｶｽ･ﾌｧﾝﾄﾞ(資産成長型),,ｼｭﾛｰﾀﾞｰ,先進国・新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.837,16.77,7.0,4,2,2,,30.84,48.19,20.12,11.24,,13.56,2.64,1.23,0.73,,15.13,15.63,16.02,,True,2026-05-08,high_risk|thematic
